trans_id,trans_sales_amt,customer_name,category
29753,340591,XGP,1007
6738,370783,UNH,609
48343,298083,YAB,566
57496,44310,HRD,161
59555,494820,DGY,1127
31589,358453,OPH,154
44991,268372,PGL,108
47124,305593,ONU,789
45721,297049,JQA,948
17068,309537,VSZ,1091
28472,352692,UZG,745
53971,457625,YXD,521
43287,36825,FHY,81
25612,48848,VUJ,355
9702,73305,PHV,1343
31544,311611,YNY,1237
42825,416339,EJE,751
4431,469140,POH,1198
15926,332099,FIO,1484
38751,126283,IIP,66
1240,376170,XMD,386
43246,170702,CUQ,1047
18175,461048,KMR,516
48604,491815,CKO,1072
64551,442959,NNI,1184
17958,149438,KRC,91
43209,361026,EAH,712
45228,4011,GZU,612
51329,116028,DRN,1396
35714,249389,VSY,972
62251,481893,CFV,84
11607,173647,HOS,818
22222,430631,INI,500
61949,223724,NZW,413
52071,220107,MDT,218
55917,86716,QXB,629
33335,64272,UFM,960
57179,394105,CNN,1301
62992,318850,DGA,944
47912,162376,CHH,1375
32072,455892,KJT,464
8240,49890,ZAR,574
20833,70179,XMO,1323
28675,451443,BGM,975
34271,153240,KUP,683
780,67238,DVF,1365
19819,475376,PLP,301
19662,143933,YGO,23
30772,401964,MNR,83
58198,28737,IBL,1214
7885,477508,AEU,1282
12005,228041,YSS,459
37059,411392,PFP,1429
24891,34540,IVL,1460
31742,497929,AUK,790
17775,164981,XWZ,763
17790,452869,UNB,971
16983,391999,GDO,222
38658,92183,CLE,822
14123,261400,KKP,1037
44551,251910,XKK,1290
61764,429855,SEY,790
6248,27109,TAR,634
52987,295904,QLP,500
11305,457869,BRU,1144
14069,259352,UGO,495
27384,376981,WJX,602
31554,442733,ZXJ,700
34710,253742,BLE,299
16983,51333,MQL,768
58789,478247,ZFO,1114
16020,356489,FCL,774
40850,462195,OVY,164
38255,472239,VBH,1131
49565,238006,TYN,241
22522,348882,XEL,725
41957,358852,HKD,1323
45426,467075,ECU,576
28814,43325,BZU,1241
36337,203482,ZWW,1383
2614,121933,TXR,640
46780,314618,IIM,1062
1449,443989,YOK,692
14634,322730,KDH,287
4462,251358,EEV,908
15118,428327,ACW,409
4266,146999,FQE,426
38083,370013,ARZ,232
2621,179319,ZNN,1227
48960,472317,DDT,24
7565,146495,ZJX,817
30555,194376,IJU,197
20553,379824,RQM,729
58027,259974,ZPW,1194
49802,84051,GDO,819
56451,104530,YUG,1258
54475,206051,FHN,108
23619,279806,AMO,520
18065,168077,UPF,947
51228,48799,KQL,939
39906,453265,DYM,869
25130,281730,QRS,1052
3834,284620,PHB,1210
1522,32301,GDZ,626
57538,362051,SMV,913
48924,175931,SJI,821
16254,240279,QVN,1206
33298,92635,JSF,1084
4903,91789,YUK,1216
57891,308950,FIH,67
11988,343613,NSK,318
62685,101018,VLD,648
43688,349286,ZHF,941
52854,76368,GKE,1281
611,221155,KQM,1474
17404,48725,AAH,405
55274,479210,MSV,621
8158,460581,GKZ,774
32363,97095,IGK,837
49016,485996,QNX,770
63188,6996,PVF,387
53853,262847,JTK,956
27066,364953,PXS,1125
3932,60961,OCJ,1318
42616,134297,XIO,173
43524,264651,OFI,1065
41671,118754,ULM,22
16781,14089,PON,407
55544,426805,DEK,469
16329,412794,CZC,871
15583,203781,DTS,744
38952,258582,HXR,171
47139,273167,KEE,821
9424,315955,FVM,840
61048,75183,XJE,730
51871,450949,GRR,495
54596,211838,ASG,207
12187,468024,XGR,1110
55625,306020,QBU,626
35371,339577,AUF,1021
64324,90218,JFJ,1190
31577,370355,EEY,273
35975,203245,VRR,618
49814,435031,IKJ,395
11891,129222,GZZ,802
42118,32296,GEJ,642
12498,427385,QDF,365
49263,252991,PBN,501
2866,52541,ALC,423
61373,478371,CML,623
25276,256462,TPQ,872
17094,93295,CFA,85
2041,302123,AJK,920
62403,415321,KBS,479
13471,210606,BWA,1082
12522,317704,JXB,719
48743,209552,HRK,1069
64022,236142,WHK,560
33199,125315,EWB,663
5045,348939,AFZ,862
15484,184803,ZKR,454
57730,393294,VSU,757
11557,184781,QSB,4
59998,430113,WYG,427
50975,345928,QCA,983
3854,471794,TAG,1083
17607,481126,VTX,499
41313,221521,QWH,481
63539,194472,QXC,946
20813,3924,PSC,713
27921,402742,UAY,540
40588,409105,OHS,797
51173,432328,ALH,763
8206,50572,ZNJ,1244
15059,220754,GPX,1083
61566,148865,HOD,1460
815,385618,IXM,1494
59969,19831,SBI,27
35621,20456,HTP,1041
1686,401545,NEQ,826
22078,328310,DPM,343
49831,310941,YGG,1059
26145,498669,WKS,783
10357,140245,DAV,1160
27964,453896,BTQ,182
4197,303572,NZX,173
27006,81698,RZE,1225
19662,296177,YXM,1306
64887,78191,SBT,946
36586,238778,JHJ,822
21246,495919,EOL,126
55893,223841,FNL,83
23409,320222,GQW,717
3306,487252,CAX,1237
37978,394376,GUF,1042
16459,310815,RTU,1395
21249,199455,ROI,65
5437,337513,NLW,363
59415,398917,XLC,521
12614,40205,CGY,1369
51205,118041,UVW,1314
55470,378562,TOI,1168
48085,312813,XLC,200
40019,263282,ODS,905
32448,450951,QGN,335
58752,402735,POB,1403
29763,124501,ICN,123
40306,464207,GVD,221
64627,445530,VDI,74
36806,28841,HSD,612
53092,237684,EVZ,1274
12223,499984,BGB,195
24506,213872,EBC,848
2977,67138,ULK,747
44039,468033,BYH,483
30581,82749,ZBQ,678
13481,293283,ZHG,387
24282,217280,RSR,278
46569,58021,LNX,1089
43170,9538,OLY,235
61292,445814,YTS,798
53005,48385,NLY,1100
19514,306896,JCF,528
9298,238352,PGF,1119
17016,7004,GDM,1148
38564,281941,FIX,31
40857,466468,NKA,731
39726,83898,BDX,605
47263,398066,RNW,1034
879,244024,MJE,785
30898,69732,TOU,1440
60428,237556,RAJ,542
5260,289485,ULR,835
54729,184067,QIO,993
64317,255254,OWH,575
34855,71699,JQY,1489
10712,477291,MST,709
64389,62692,JSU,1154
47730,193025,XLH,915
4312,101027,DQC,95
4378,490695,UUL,743
14301,322977,NRW,1325
32221,79433,TDB,29
42579,442894,CXB,47
17697,424954,NAC,528
57538,89042,QPB,777
37558,303710,PCN,199
22677,62157,ULO,702
31732,348110,TCN,404
28391,335369,KHU,927
1521,346427,FNO,499
11083,346260,XBQ,422
59775,103531,ULT,1017
5845,310766,FPG,563
41765,280314,JEM,417
57135,112828,MMM,835
33206,96099,QKH,852
12337,409746,PRP,1177
60753,34246,LXO,812
36315,328355,ADJ,259
11573,317655,HCF,661
28399,454132,MPS,1096
46065,28730,MMW,180
40060,420946,PDU,55
34720,443758,CPX,37
33695,44197,SLG,758
61570,372405,PXX,549
29626,216287,KFZ,1109
20637,468984,YYE,1393
4040,172860,GTN,213
27233,297327,JOM,909
22755,117536,PTL,1454
9949,54895,HNA,478
46938,54407,OKU,311
28462,271097,XEY,515
45269,125085,QDU,1195
24182,24558,IJZ,1424
40332,404863,QAR,1441
62712,173743,LFC,491
23417,71564,UCV,622
20961,343183,CKW,1475
16414,444135,IOP,718
57556,238582,QDD,1109
8320,262507,MUA,40
46169,67328,HOV,1110
37806,71873,IYK,699
12347,56725,RXE,463
11092,224268,GYX,911
11607,56382,EKR,1297
45989,346513,UCQ,31
61991,46132,ION,45
51444,318026,YRY,269
59591,318254,SPK,1121
2628,323039,PBZ,1377
55253,317812,XQZ,1398
28445,311589,BRV,432
14320,249768,YEM,942
43960,103090,JHO,392
667,237308,DAE,849
20555,373596,ZAA,58
29880,236332,AVN,529
51576,105300,GZZ,693
26064,137947,OIQ,51
63699,323448,BBH,1005
54925,153802,ZWS,603
52447,230869,RVO,490
33690,293770,EYA,24
54469,114559,CAD,526
3124,473122,KOL,669
12724,236010,IDP,1395
47355,274840,MOY,836
26847,208456,MMP,457
52167,463354,PSE,540
6803,6492,RFW,77
39057,331741,JAP,137
57809,211123,SZE,218
35695,49945,TRS,1129
4197,268375,SGG,1375
6927,322653,YSO,116
36465,424190,OGO,1317
27327,474782,EKP,1231
23793,103598,LUQ,1113
34898,133509,IBD,901
53922,222573,REH,1075
8228,277009,DCC,965
51164,365726,REF,998
12059,79113,UIJ,394
33851,70622,WLR,1327
16302,376260,LDL,1369
18760,156090,AJR,1437
59469,31757,HZV,1143
52074,447220,TNM,236
7688,7850,UBZ,244
18585,347345,OYN,931
42856,213761,UEH,330
11666,191156,OGW,560
63605,249363,GNC,955
18013,298768,UAE,518
22071,219423,JKD,1235
31955,187973,KAP,238
43719,429244,DSP,1487
6411,170602,SKL,630
29526,295400,SXZ,271
9487,122180,UDD,1361
7906,264228,WGN,1148
59666,481,EUU,875
50108,189497,YOV,381
7396,365564,ZSO,1223
57857,175902,VQP,608
58078,386860,VRE,560
21700,351824,NHW,703
15130,369801,ZPG,665
16992,95952,ZVU,269
63915,372394,DAP,10
59647,179829,VZP,1085
27681,377820,YMB,395
21835,436943,IRO,1403
27719,202424,HQI,537
10825,24046,WAA,318
55423,57994,NUP,103
24619,267884,WHT,582
63064,41758,PMR,1244
23736,351568,NSR,1182
61872,341088,NQT,565
28569,387163,UFD,1065
55827,260068,EPI,233
30342,17039,DNJ,635
29525,355190,VRL,966
13945,340729,MYH,1061
60222,344781,XBU,738
31982,137267,IAI,1260
5316,259533,UKG,941
37807,33799,OQK,1442
63232,269935,DOV,1435
41508,123680,MQN,1078
33372,158476,KDO,368
36495,483974,UWP,996
48645,8742,XYG,109
50655,322872,MRE,1454
25415,419801,VLG,1276
16971,89036,BID,645
33456,439890,AMA,1384
8702,487391,LAS,517
5614,312200,OFZ,151
45625,277634,WSO,1409
58507,237604,VYB,255
52655,174513,ZZW,1406
19332,206955,FMG,218
40630,473119,UFT,763
33497,164672,VTG,1399
1400,183687,GJR,622
5331,186887,FOL,369
40888,335523,UQM,947
54101,21958,OSI,647
60759,174925,XTU,1441
58883,89288,GMB,180
27559,152103,OMB,107
35742,165259,KCN,230
20566,108957,VRH,1016
6863,265867,URT,1118
14372,238888,LJN,862
24971,276218,EYM,1474
24444,276560,XZB,594
46721,105779,BIZ,454
23739,126758,WSW,1436
54580,397299,CQK,1138
16299,305567,OFQ,952
36934,240737,OJL,1159
56892,406563,APL,1202
45118,178712,FHM,1140
53713,26001,OLS,678
34624,206080,PUA,123
15598,250481,LAU,326
31456,487545,SHQ,1232
58304,155719,IQN,1024
48648,318191,DST,357
53477,213580,PHE,535
51056,25817,WUE,309
19070,398599,CYO,667
51313,468545,QYO,304
22489,110957,RZT,638
28267,378866,ZAD,1487
57734,451487,GHB,765
52017,409739,YFV,1450
37509,830,MQQ,57
61275,409522,LVW,1341
44591,420382,RQF,735
28695,313578,DUE,1311
43641,348148,SIL,998
11322,178700,ORS,399
61697,20092,GDT,840
54457,274250,HEH,350
24078,396904,CDC,884
63290,272856,MSM,692
50723,108284,PSY,1495
11606,411570,REX,793
44962,19494,LPE,1121
38998,40486,WRP,820
64584,41382,KAN,704
63945,288996,UWA,149
41744,166845,WZK,906
33614,139587,UQI,882
16154,414155,AUC,814
20955,334543,INO,1022
63125,53762,JBN,746
61325,230839,XMT,213
54303,228925,VYD,1102
57898,17383,EZF,229
16973,165408,EEL,66
57634,109073,SCJ,911
51545,264100,LNO,1038
10464,484267,HFT,1036
56049,249048,OTQ,1194
59834,316599,GMF,13
23498,327297,OSS,530
51950,321947,NKU,891
58624,132729,UVV,689
20906,216593,PWE,306
2286,6435,XCW,869
33496,147153,DEW,312
54280,442535,RFW,133
35558,119663,VNG,1110
27593,127541,XMG,249
55515,337504,LYY,1451
62446,367377,JNA,369
3425,198217,TDR,1003
43577,482985,WPI,515
28112,13050,ZRR,713
23844,268885,ZPO,1026
57342,326594,JJP,95
46834,366818,TLF,775
48829,179158,BDD,743
32853,273356,IZR,1284
31541,80533,JLA,913
57201,224562,MAZ,1071
18631,297635,UPI,1114
58333,222571,SYL,1296
4540,176779,IGT,1488
17656,32225,HZU,286
47515,398256,ZUN,1212
25763,187541,CBS,131
7390,293714,XEX,1007
53928,467853,IPK,120
37117,320584,NJJ,1200
20634,441666,DFG,624
3545,109416,BWS,822
43027,124122,KXD,63
20472,156086,OXS,734
25515,355190,LGF,1184
5376,185089,PEY,230
57913,225886,UXN,1084
35596,152931,GKL,266
19054,457003,XVF,146
43084,477334,KRO,617
28765,369749,DGB,1456
64126,49106,QUX,190
26274,357661,CRC,193
42970,460794,LZY,915
39591,431732,HKN,281
16767,372755,FQR,349
22066,22286,CEG,1449
14314,447964,UJQ,428
8350,2909,PZW,1496
24077,361260,DVQ,758
44386,52999,XKV,1243
12125,435874,QFU,1211
13521,221208,AFF,1490
27552,246102,HHH,716
59043,150279,AZY,942
39581,365213,INP,987
24159,139008,FHR,1258
6063,327736,QXZ,853
16115,269993,HDT,1227
29568,400942,NVH,1360
33358,427339,NBR,600
54433,368020,VZJ,71
40184,290822,TGW,488
63836,314573,EEU,58
52419,68851,NYJ,1234
7394,413689,WUO,615
36194,290553,GVK,827
22905,432991,PIQ,951
42457,215394,RUN,165
3495,220409,VMN,578
25218,113007,OKE,1406
12591,263818,AQN,733
49908,196305,YKZ,1443
61102,387829,YZG,596
33030,165039,FAW,400
2500,167789,HZF,476
9012,78929,YHI,496
32951,365649,UIN,292
64443,166883,LMS,347
53870,284788,YEC,930
23069,160040,MDF,780
5250,433896,OEK,408
59624,156943,OME,1467
47211,54051,RLA,1310
13616,309497,ANA,660
12767,476613,WAE,1195
50010,263578,CKN,236
45873,147883,VRI,188
63619,77600,EYW,1008
16015,192682,UXL,1166
45127,413297,NVD,515
7648,455381,ANE,736
13293,407144,INY,511
50137,38362,XGH,1246
1360,231698,QDS,1176
20845,427577,BCC,1396
25106,343625,EEA,828
38631,313213,PKM,978
32559,370195,EPD,44
46335,321703,PZC,78
33005,218986,LPG,851
36604,65199,TXT,1358
27462,56452,YZT,903
52899,22905,NIH,850
26509,380236,SEI,622
53144,250582,EBP,959
45309,380688,FUL,961
46549,363467,DBI,611
41774,347011,LHZ,1478
18942,318599,RKR,878
51847,449511,XJP,890
38796,56991,HDW,499
56164,83923,RAZ,918
4185,486488,NMV,1127
3162,222461,QNZ,75
48364,9210,YJW,1467
26976,123181,FKF,1279
17971,472549,IEC,1264
1876,395761,IVF,1207
36265,66875,ZXY,142
30950,460848,AHP,846
15335,302831,SLG,945
27575,492441,RYS,455
21778,176278,OAT,431
62643,154163,ZDD,1034
47741,44413,MOM,852
30450,499175,BLL,1238
8259,291529,VBS,1164
45974,160465,OLH,1393
17396,121691,UFS,536
24131,450155,XRO,947
20162,319867,FNG,543
41384,187103,GUM,664
16911,122538,ZOF,477
13273,91913,QNX,1092
34049,207386,PHZ,518
3533,346005,BVH,766
47830,216920,MNP,923
31994,33529,TVV,969
14080,456975,KED,1478
15263,359733,XUJ,459
60392,352421,IXV,423
5573,434074,KNF,1166
10966,11226,TLM,236
7355,150482,OOW,869
1622,64708,KSW,154
14101,299139,GEO,38
37722,285001,DWS,1268
43636,38770,BBK,1383
52177,202618,JCX,627
62511,46124,CHX,1290
38329,344112,PZH,1245
34901,82411,NSL,462
54506,471190,BYA,1251
27906,424450,IBV,659
18682,489380,POO,1200
26583,112392,XZM,611
12336,63174,YCF,148
47492,420150,QWC,344
35984,22300,CZE,368
2157,90618,RBC,500
17282,291475,HAW,1320
17932,246975,QNS,449
43901,191231,BLZ,1406
6335,353662,LKT,504
18394,8331,OUA,344
38971,135122,JBH,603
31089,85348,HSZ,1086
12596,15680,TET,505
38724,108745,ERQ,250
41686,258428,HSY,170
20902,465694,SPE,989
43499,301706,ETW,562
47900,181430,TFX,562
28407,453711,DLQ,659
36766,384179,FMH,1052
21501,317526,DAB,1156
53603,174101,VEB,312
17647,213807,UIM,810
26494,241535,EAT,1019
92,60163,XRO,442
8167,3959,IPP,1044
53645,324914,RAB,840
64155,429164,LAL,876
48358,112242,MYC,985
578,362595,PEL,352
4569,387910,ZDV,1061
8926,1588,XLX,175
19835,321608,GGG,1456
8433,440753,TOY,704
64136,162008,FGQ,1157
22176,320218,XMY,1036
61690,491145,VFU,1056
810,45907,HSO,1409
1900,150601,XAH,1066
12557,269736,XOI,1419
10342,266574,MFC,244
47475,486580,TDD,1334
56813,348548,EUY,321
44553,26651,ULB,592
14094,2663,CSK,495
8057,494161,BTX,1154
48115,184390,MIW,1387
23174,62491,EDK,1449
30905,305699,YCN,587
43571,400935,SQZ,650
42572,353138,FVU,835
53730,107668,IHE,1434
57949,452658,PBU,671
54625,194315,NRU,1333
25731,3502,BHJ,578
28221,82256,VXN,148
21665,483993,VVN,570
60256,492568,AAJ,942
43522,401639,CWZ,708
51473,257907,YNM,519
57255,473211,LXK,1080
38686,155528,CCA,90
45982,142323,TGU,986
43459,130203,UEA,1420
34268,154867,LCN,798
38553,70178,KXX,245
13649,279287,PFH,667
50918,162839,WMZ,1051
38487,59982,FNQ,238
16765,165369,TOV,92
56610,277619,CRC,1149
39149,424404,OYJ,1063
29344,348556,NFR,1134
14387,9987,XRD,1487
41833,215910,ACW,929
31095,438442,TXW,1325
9949,140359,TTP,859
46699,63790,QJY,138
11787,489943,KCO,982
38461,449339,BNH,350
4893,341348,FJZ,34
52545,428546,AZU,51
26483,138886,ZNK,145
7628,48403,QQP,1220
22852,57279,WST,1383
61849,192650,EYO,11
16849,172724,XCI,1006
11926,201196,SIR,1250
21111,158170,ADY,166
32043,12416,WZW,927
9423,16788,GTP,1068
45162,261968,LUS,734
39124,157725,LRG,1094
43296,354267,PSZ,415
7908,95695,FEO,569
40349,150137,WMH,416
27982,134478,NPN,924
52016,212267,RXX,790
25921,279274,AZW,520
12717,157598,KUK,965
44598,366492,KUT,472
61413,150905,BNU,1494
38550,493660,RJO,809
20586,287524,FXA,88
19887,387710,IHF,1034
53828,39198,ZOU,422
10396,317742,XTX,351
28763,391814,KXW,733
32038,367270,HNA,153
4251,38108,GYU,1385
3319,376241,YYS,1430
47762,454225,LHH,1334
31835,379836,OJI,828
30576,472972,BJU,1384
60550,130164,OKH,279
34163,477377,HIH,677
55968,433997,SMF,331
55975,25385,GNP,789
57762,262556,BFY,1078
28078,483502,ENC,551
64300,93523,WQG,1247
33005,460795,EWG,575
48042,119049,OMM,1286
6655,352033,EFN,661
9360,456235,QID,1494
56824,169813,LOL,229
4142,385293,ABZ,429
37819,457662,GPY,1198
25390,440883,TUI,577
6443,90746,IWA,273
51605,20967,DCZ,651
16544,391852,UQY,1379
4529,480286,VHC,1408
11552,149600,ZOT,1156
32756,493234,TZK,991
11820,227845,JKY,542
2498,48209,AEZ,769
14112,109149,NKS,830
50017,182764,POC,1498
7282,340124,HTZ,798
4935,370196,CXP,309
43420,163986,QVJ,152
411,444194,SIM,1263
6979,357872,LAX,43
9903,366964,UIT,2
58172,90332,BJS,249
4216,419557,LYN,611
21353,177265,RFS,528
7188,375253,LOE,1038
41018,365871,YYN,923
52233,298353,CCA,1253
18995,158530,VQX,1179
42940,403201,UEK,413
55089,262049,XWM,121
34595,466591,SHJ,579
5871,466988,KYS,887
24988,451160,RPD,203
53964,70422,TKN,1438
30328,402012,XFR,1095
39311,119500,GYR,710
39615,159509,CPN,683
43362,82695,TYM,715
1660,490387,LSH,397
56107,145091,VIK,51
26841,55438,XQZ,650
32076,152235,DUT,129
46275,396031,UAX,1082
47736,57360,CGT,534
11646,28183,MBT,1258
43567,47529,LAE,357
22510,392267,JAO,290
12253,231387,HAZ,393
28717,454821,JKE,236
1117,119597,NLJ,148
1845,90503,HCP,1365
33443,426542,KZA,1464
24176,269941,ZNF,1220
33978,153758,HPF,718
34645,429056,IIQ,878
36987,397714,EMI,1305
22199,481602,QZK,1195
51953,81238,LKJ,816
265,185132,XHL,407
9286,380216,VFT,1467
39362,14405,OCV,419
29700,399377,OVA,233
60662,183498,YLY,1342
45918,227092,LCJ,153
28426,446278,YLY,1389
46563,191067,FTF,1192
13293,496332,PDC,1267
5319,18202,BWK,711
1463,455008,KUJ,576
59217,8459,FIJ,1238
47989,282125,FUZ,624
1234,217636,HLW,835
49541,182360,ZZW,1007
37573,82417,SVT,1194
45543,403859,MGE,209
26473,465021,NOL,421
34404,217895,OLG,753
59718,475159,NXY,67
47148,277841,FMK,443
57371,94218,TQL,49
17896,129251,FUJ,355
38947,56317,VJY,1073
55849,488051,NLQ,532
3428,287393,PDM,325
50578,348495,KFB,1187
6453,58224,DPC,743
2528,497411,APF,190
37932,464457,GZY,1454
28533,447054,VAY,549
44919,390068,RSJ,89
5765,76468,RGH,170
38189,45183,KSS,428
47092,114303,DDV,373
62089,26072,KLW,1372
15305,287077,MHL,1474
33098,271458,MOU,126
862,125071,JLU,1464
39466,432120,TRN,687
48940,54143,LAU,611
62460,284835,XBZ,727
16791,247614,BON,490
63013,211633,HUX,1413
62577,436866,EKI,523
11882,4402,AWP,1267
19243,38110,MOX,663
62044,428444,TMV,1366
8992,7051,KMK,538
32221,362030,JUU,73
52491,407155,DRH,170
16337,71696,SNN,7
21474,143308,APD,1197
27316,117217,ZRR,1279
35483,338269,YLO,1056
4546,334519,LJB,338
30675,200395,AHQ,1177
34451,79410,GZV,606
50136,340242,TYU,701
23944,213096,HDV,500
10174,61034,UXE,641
49002,251968,ZVR,230
23186,71939,GQF,459
9358,295156,CET,751
58451,89395,KUA,41
19847,144207,VJK,1484
40739,332192,MED,903
20069,151276,WFO,273
34804,497757,AHI,152
57825,135122,ITZ,303
46449,202277,IIP,1096
9983,187699,IFF,841
19982,250887,DEQ,537
34650,412879,WHA,586
62112,376061,EAL,562
12464,61867,CNV,212
1268,95248,QHX,438
16813,104733,ONJ,1043
48140,468544,HMT,874
57808,175846,OTL,1082
50680,346288,VGB,1135
28606,464695,JAX,870
21950,4008,MLE,754
53216,319522,JEB,1284
1709,328357,SAQ,1254
55544,431634,FOA,483
32909,170383,AOB,528
64943,285766,MBG,984
1016,82027,VGJ,576
59529,82626,FEX,1406
53511,14289,EOV,1409
37560,434437,QPC,351
24783,134966,LOO,1431
28818,43266,ENB,1214
64594,416411,OPK,26
44618,492750,FJM,1038
10500,213539,CIR,910
31348,404587,HGL,230
20294,268162,KFY,1400
41278,315394,CYO,1360
36591,233927,MCA,1331
57324,262978,FWO,632
17432,472866,BJK,70
8913,7747,TEM,360
43959,241713,NRX,910
27057,194002,WBR,454
63267,109426,SSY,388
14985,336849,VDF,1228
33804,29145,LLY,930
25647,138678,FKT,1297
60793,181855,ZTU,598
31380,70900,VUQ,507
61351,97204,FVM,859
39130,464255,SRC,751
8173,173899,EPM,938
18308,298489,NVI,119
33058,487938,XFE,792
63831,102098,QTN,23
25900,235010,NYW,889
16524,388567,DEH,359
16460,168116,PWU,920
23551,208960,BTY,470
18800,256080,NFV,653
25247,149735,LVV,430
45876,90068,USA,84
39133,280718,PWK,556
14058,391126,BXV,99
42721,125439,YRZ,71
18234,432358,YBS,790
59359,159087,AND,794
34987,75830,GES,99
40135,419390,QFB,1019
63904,57301,LXP,511
60526,352322,AWC,461
52136,447403,VOC,494
42223,292883,LRY,1158
30807,318518,TOX,884
8907,276489,CZH,1038
9760,39248,VTM,1069
35909,229130,GEY,1500
14583,74783,ESZ,805
29993,116801,LVT,1138
50617,469984,UKS,894
39393,444243,AKX,8
2653,473819,NKD,1213
16860,157334,LXT,423
50537,310452,EXQ,282
26590,323300,QCA,1189
34267,497886,VZF,895
54265,439433,JAD,888
57923,282214,DWX,467
16790,381939,QWP,135
28630,123025,SRX,496
43378,259640,INS,453
38344,344233,VSA,1482
15921,474744,WOV,257
48442,153731,ZNV,1376
50404,328744,DCQ,622
12594,372857,SRE,912
37385,486176,TCF,960
50588,426814,QFK,1127
23749,421977,AVT,123
21450,145070,NKW,1457
10114,282340,VYJ,1336
29322,492663,SXW,238
1374,402276,SKV,1030
28002,141665,FHP,48
40466,210296,DKI,1085
2437,418974,FLA,778
19067,416445,MPN,1205
21088,467264,BUP,1079
21318,390597,JWL,160
8783,109186,GUI,992
28566,237661,POD,58
803,322793,UKZ,1327
129,491286,VNI,470
10990,205130,LAA,724
51147,451563,AEV,227
22853,124274,BMX,772
16220,251752,IQC,916
878,468932,MHS,255
50646,275457,ZXE,355
26687,287006,ROU,1086
59062,207948,ORG,125
14600,116759,JEO,787
14245,375676,ALM,324
22682,423625,NTK,981
47243,405425,ZTD,1378
13053,425359,VMS,1026
36754,236420,KVI,105
37746,30362,EKC,368
55741,18959,IMT,698
54120,416034,YBK,1005
10954,311710,ZYK,448
12496,85579,RXR,679
8455,310613,ATF,1311
40630,382907,NCU,278
18992,357505,DHX,900
5915,250951,DFU,1337
49207,68630,JEU,74
60543,330264,HCX,1258
64483,479568,IJG,702
64809,296226,TLN,1229
54087,215566,FGV,430
36602,309384,BLD,1149
28505,100788,ZTV,897
29140,192585,XON,1458
10098,110614,HCB,971
6070,401639,QLH,959
30897,323120,UXV,1207
24791,197453,DKD,1044
32543,296727,IHQ,350
34609,247352,MVT,740
38327,351249,NKJ,1426
48048,256668,ZRI,1075
30138,37419,WYY,941
40444,164181,UCQ,882
63696,478764,LRW,1445
31704,250110,FUT,688
33245,14338,JOW,72
18314,100103,PUC,1440
42587,131132,EPG,1327
55232,433364,SMI,229
34936,216165,TUF,1251
5262,31460,ZGB,900
38185,167998,CHW,443
20141,341487,JBI,1364
4912,2276,YSD,1374
55493,405880,FPI,848
8167,303636,GMG,29
30191,233477,WCU,690
64276,49863,RSW,1027
22514,309721,TVN,239
37891,154113,VVE,424
59238,167568,JRR,763
22480,89733,TRG,285
61613,69941,ZCD,1169
20345,329687,GYV,1260
27186,469124,MHZ,129
53923,440473,OGB,538
12709,323755,DOY,841
48698,471988,WER,65
45825,131326,YEM,156
43174,148624,AFF,285
52327,397134,BTV,739
51159,229191,BPG,492
45197,37310,UDQ,450
35473,124272,RKN,1132
26154,129572,LJM,572
11726,352301,AOR,734
51119,309446,UOP,1302
8844,187373,QOL,1462
40423,383787,ELX,1266
608,54059,LNO,565
46022,14098,LYY,169
35773,364402,QVI,469
52872,442942,YYX,827
40517,479946,LKT,1054
23215,485756,QXY,441
11156,384845,LKX,1495
9922,284987,QPF,998
46826,225907,ERA,664
49367,193241,RWC,769
8683,210528,ODD,1108
55742,36208,PBG,531
6397,395914,CMK,1019
1249,142375,TYN,1444
12052,315430,XPA,95
52121,161191,RSJ,216
45832,127024,QCR,919
26621,228743,TYY,910
36718,117901,TAB,343
35107,37155,IBA,185
16641,425501,CNC,466
14026,464412,DDO,837
24345,325279,TIB,178
52324,302483,MTV,168
48480,195501,TFT,245
26718,153441,TLB,891
26394,308902,ZPF,353
43305,1027,UFX,548
49368,320594,MWW,156
4626,319375,GPM,614
31229,381627,PMI,728
25242,487589,TLR,1300
28741,348698,MNY,295
41482,238203,JCP,973
49100,49601,FDC,716
59553,56106,UCM,737
59562,151272,DEO,38
16721,91977,QQR,545
20171,486496,SBA,393
1769,7985,LKO,471
16072,454540,RYH,1143
36489,134473,MCL,191
22115,182066,ZZJ,1266
25281,17291,SVA,203
8313,443318,PDF,926
46935,206153,FRY,1281
32515,281049,HAN,1085
55531,147800,KYJ,401
12812,22127,TSU,1391
1312,489367,ZVX,208
14474,233918,KME,1061
40840,61928,TJW,888
45893,281028,VGJ,1250
34303,155446,PEF,1212
46503,26325,LUD,1282
17459,364555,WAP,1128
40139,164668,NUE,1497
52761,417713,TPB,43
2592,234174,LVU,304
35219,22468,OOX,656
17067,370287,FCV,939
44390,358380,MPU,401
45616,237822,KPO,1092
45347,455502,FYT,299
25553,77613,HRP,559
4500,236392,TRK,1177
25000,171673,CEL,567
8000,133534,KME,127
10284,17558,RPJ,793
39423,430717,EWD,339
50031,131066,XFI,1451
2113,186289,MLM,695
40552,67035,SZL,1353
28813,288691,CFN,224
35877,151392,LKG,512
42447,228941,XHR,289
26310,244691,LDV,1247
50701,141617,CYC,1013
35889,126016,OUX,437
26828,256747,YPN,145
